batch_id,production_date,raw_material_supplier,pigment_type,pigment_quantity,mixing_time,mixing_speed,product_quality_score
BATCH_03625,2023-10-09,SupplierC,type_c,54.05,29.9,Medium,88.73
BATCH_03626,2023-10-25,SupplierB,type_a,28.42,27.05,Low,86.61
BATCH_03627,2022-08-24,SupplierA,type_a,52.45,30.33,Low,63.26
BATCH_03628,2024-01-06,SupplierA,type_c,78.56,36.95,Ultra,87.52
BATCH_03629,2022-07-22,SupplierB,type_b,53.38,29.72,Low,72.84
BATCH_03630,2022-09-13,SupplierA,type_b,33.32,23.14,Medium,83.97
BATCH_03631,2023-08-21,SupplierA,type_x,79.53,30.98,Medium,85.21
BATCH_03632,2023-10-24,SupplierB,type_a,-10.0,33.53,Low,56.93
BATCH_03633,2022-08-23,SupplierA,type_b,65.35,25.41,Medium,72.16
BATCH_03634,2022-12-11,SupplierC,type_c,64.81,36.21,Low,64.13
BATCH_03635,2023-06-18,SupplierB,type_c,27.47,33.18,Low,75.85
BATCH_03636,2024-05-09,SupplierA,type_x,62.96,26.2,Low,82.42
BATCH_03637,2024-03-07,SupplierC,type_x,77.69,21.1,Medium,87.08
BATCH_03638,2024-02-20,SupplierA,type_c,40.4,31.34,High,66.13
BATCH_03639,2023-04-11,SupplierA,type_a,11.43,39.08,Medium,61.97
BATCH_03640,2024-02-09,SupplierA,type_a,57.31,31.83,Ultra,85.1
BATCH_03641,2023-06-25,SupplierA,type_b,50.65,26.33,Low,85.02
BATCH_03642,2022-08-01,SupplierB,type_a,19.05,34.37,Medium,53.93
BATCH_03643,2023-04-08,SupplierA,type_c,62.11,34.0,Medium,72.3
BATCH_03644,2023-03-12,SupplierA,type_c,60.61,35.8,Low,64.28
BATCH_03645,2022-10-10,SupplierA,type_a,20.68,23.83,Low,68.22
BATCH_03646,2023-07-16,SupplierB,type_c,87.79,37.77,Medium,95.18
BATCH_03647,2023-08-30,SupplierB,type_a,65.02,31.07,High,76.72
BATCH_03648,2023-04-08,SupplierA,type_b,12.19,38.77,Medium,57.03
BATCH_03649,2023-02-11,SupplierA,type_c,66.38,30.78,Low,76.56
BATCH_03650,2022-03-29,SupplierA,type_b,65.8,32.88,High,80.43
BATCH_03651,2022-02-13,SupplierA,type_b,78.3,25.26,High,95.41
BATCH_03652,2023-04-06,SupplierB,type_a,37.52,34.92,Medium,78.57
BATCH_03653,2022-10-05,SupplierB,type_b,66.67,24.62,Low,83.2
BATCH_03654,2023-11-14,SupplierA,type_c,45.27,31.34,Medium,73.45
BATCH_03655,2023-02-25,SupplierA,type_x,38.87,27.85,Medium,62.59
BATCH_03656,2023-12-02,SupplierA,type_b,32.7,29.56,Medium,59.19
BATCH_03657,2022-12-19,SupplierB,type_b,11.94,35.43,Medium,57.9
BATCH_03658,2023-11-27,SupplierA,type_c,60.81,28.22,Medium,68.7
BATCH_03659,2023-05-30,SupplierD,type_x,44.54,27.91,Low,67.28
BATCH_03660,2023-12-04,SupplierB,type_a,-4.6,27.97,Medium,57.6
BATCH_03661,2023-09-22,SupplierA,type_b,51.51,30.65,Low,75.2
BATCH_03662,2022-01-19,SupplierB,type_c,73.16,40.75,Low,74.72
BATCH_03663,2022-01-23,SupplierC,type_c,23.86,30.61,Medium,72.11
BATCH_03664,2023-02-17,SupplierB,type_a,35.75,29.62,Medium,68.83
BATCH_03665,2022-01-30,SupplierA,type_c,58.82,30.7,Low,79.79
BATCH_03666,2024-03-17,SupplierA,type_a,-1.18,28.35,Medium,52.2
BATCH_03667,2022-04-18,SupplierB,type_b,39.33,24.99,Medium,78.73
BATCH_03668,2023-01-02,SupplierB,type_b,56.93,40.3,Medium,72.82
BATCH_03669,2022-10-08,SupplierB,type_x,38.78,27.97,Low,87.72
BATCH_03670,2022-05-08,SupplierB,type_b,24.04,22.39,Medium,64.96
BATCH_03671,2022-08-17,SupplierB,type_a,25.0,29.22,Low,66.55
BATCH_03672,2022-04-21,SupplierC,type_a,17.76,31.78,Low,71.26
BATCH_03673,2022-05-16,SupplierA,type_x,37.34,28.96,High,79.32
BATCH_03674,2022-12-28,SupplierB,type_a,71.13,29.76,Medium,90.54
BATCH_03675,2022-07-05,SupplierB,type_b,97.24,29.18,Low,106.93
BATCH_03676,2023-10-18,SupplierB,type_a,50.72,32.13,Medium,81.84
BATCH_03677,2023-08-07,SupplierB,type_c,65.36,34.09,Low,78.94
BATCH_03678,2022-05-09,SupplierA,type_b,31.18,29.04,Low,64.06
BATCH_03679,2024-05-25,SupplierB,type_b,8.17,42.95,Medium,61.11
BATCH_03680,2022-09-18,SupplierB,type_b,87.03,35.2,High,100.95
BATCH_03681,2023-05-30,SupplierA,type_x,38.1,29.97,High,57.56
BATCH_03682,2023-03-25,SupplierB,type_b,64.37,23.41,Medium,71.12
BATCH_03683,2024-06-18,SupplierA,type_c,53.17,30.57,Medium,73.76
BATCH_03684,2022-04-14,SupplierA,type_x,69.89,34.07,High,72.64
BATCH_03685,2023-04-28,SupplierA,type_x,69.08,15.15,Low,76.64
BATCH_03686,2022-08-12,SupplierA,type_b,55.55,20.74,Low,94.73
BATCH_03687,2024-04-11,SupplierB,type_c,57.76,30.58,Medium,74.35
BATCH_03688,2024-05-23,SupplierB,type_a,74.25,27.6,Medium,86.39
BATCH_03689,2024-05-15,SupplierB,type_b,41.81,37.49,High,55.96
BATCH_03690,2023-05-06,SupplierB,type_x,81.11,30.62,Low,73.31
BATCH_03691,2023-04-18,SupplierA,type_a,35.84,18.58,Medium,80.08
BATCH_03692,2022-01-10,SupplierA,type_a,51.53,31.84,High,92.14
BATCH_03693,2023-02-09,SupplierB,type_b,62.58,20.25,Medium,80.99
BATCH_03694,2024-06-14,SupplierA,type_c,17.42,32.25,Medium,62.17
BATCH_03695,2022-10-29,SupplierD,type_b,77.64,42.94,Low,88.25
BATCH_03696,2022-08-19,SupplierB,type_c,59.52,21.18,Low,51.88
BATCH_03697,2024-01-01,SupplierB,type_x,116.02,31.29,Low,97.1
BATCH_03698,2024-07-11,SupplierD,type_c,91.61,26.7,Medium,77.02
BATCH_03699,2022-03-07,SupplierA,type_a,49.78,36.37,Medium,82.88
BATCH_03700,2024-07-25,SupplierA,type_x,85.71,33.18,High,63.79
BATCH_03701,2022-04-22,SupplierB,type_a,66.95,15.9,Medium,73.8
BATCH_03702,2022-01-13,SupplierA,type_a,54.62,27.31,High,75.98
BATCH_03703,2023-01-28,SupplierC,type_a,16.81,25.47,Medium,57.43
BATCH_03704,2023-05-15,SupplierA,type_b,150.0,31.87,Medium,101.25
BATCH_03705,2024-07-20,SupplierB,type_a,50.09,27.92,Low,84.07
BATCH_03706,2023-08-21,SupplierB,type_a,40.09,30.84,Medium,71.78
BATCH_03707,2022-08-22,SupplierB,type_b,54.5,34.64,Low,67.05
BATCH_03708,2023-08-25,SupplierA,type_a,77.45,27.79,Medium,92.64
BATCH_03709,2022-11-10,SupplierA,type_c,67.3,33.23,High,82.7
BATCH_03710,2023-07-20,SupplierB,type_c,36.07,36.11,Low,73.75
BATCH_03711,2022-01-12,SupplierA,type_c,68.5,31.98,Low,71.62
BATCH_03712,2022-07-28,SupplierB,type_a,31.72,33.5,Low,44.04
BATCH_03713,2024-08-31,SupplierB,type_a,27.16,32.01,Medium,59.09
BATCH_03714,2022-01-14,SupplierB,type_c,57.63,30.08,Low,67.21
BATCH_03715,2023-09-25,SupplierB,type_a,33.71,34.19,Medium,81.96
BATCH_03716,2023-02-22,SupplierA,type_x,37.16,38.05,Medium,62.73
BATCH_03717,2023-03-13,SupplierB,type_a,69.88,34.27,Medium,82.09
BATCH_03718,2023-01-12,SupplierB,type_x,63.15,29.03,Low,87.75
BATCH_03719,2022-01-20,SupplierA,type_b,42.56,29.16,Medium,83.53
BATCH_03720,2023-08-10,SupplierD,type_b,17.5,29.35,Medium,73.62
BATCH_03721,2024-06-30,SupplierB,type_c,35.3,38.84,High,61.61
BATCH_03722,2024-01-25,SupplierA,type_b,88.84,27.37,High,87.24
BATCH_03723,2024-01-05,SupplierA,type_b,69.33,24.88,Medium,96.45
BATCH_03724,2022-03-11,SupplierD,type_b,78.47,32.34,Low,67.69
BATCH_03725,2024-04-03,SupplierA,type_c,-10.0,30.11,Medium,70.48
BATCH_03726,2022-07-30,SupplierB,type_a,42.98,37.41,Medium,62.93
BATCH_03727,2022-04-11,SupplierB,type_a,68.1,18.72,Medium,83.37
BATCH_03728,2023-11-29,SupplierA,type_b,75.64,21.04,Low,86.82
BATCH_03729,2022-05-12,SupplierA,type_a,-10.0,27.98,Low,58.9
BATCH_03730,2023-09-15,SupplierB,type_c,35.74,34.05,Medium,70.97
BATCH_03731,2023-01-16,SupplierA,type_a,150.0,28.6,Low,101.99
BATCH_03732,2022-05-12,SupplierB,type_b,35.23,27.12,Ultra,54.17
BATCH_03733,2022-01-20,SupplierA,type_a,63.38,34.68,Low,82.58
BATCH_03734,2024-06-24,SupplierB,type_b,38.07,36.39,Medium,69.72
BATCH_03735,2023-06-20,SupplierB,type_a,68.63,29.51,High,86.14
BATCH_03736,2022-08-15,SupplierA,type_a,200.0,29.61,High,128.82
BATCH_03737,2022-06-03,SupplierA,type_a,50.5,36.35,Medium,74.81
BATCH_03738,2024-03-15,SupplierA,type_c,49.67,35.79,Low,79.27
BATCH_03739,2024-01-12,SupplierA,type_a,60.97,35.16,Low,79.73
BATCH_03740,2023-04-14,SupplierB,type_c,38.51,27.99,Medium,89.47
BATCH_03741,2024-04-01,SupplierB,type_a,37.05,26.71,Medium,67.41
BATCH_03742,2024-09-26,SupplierA,type_a,37.65,38.18,Medium,64.42
BATCH_03743,2024-05-20,SupplierB,type_b,27.09,33.05,Low,76.93
BATCH_03744,2023-02-09,SupplierB,type_b,68.0,26.29,Ultra,71.11
BATCH_03745,2022-07-21,SupplierA,type_c,40.07,29.47,Low,75.94
BATCH_03746,2022-02-07,SupplierA,type_x,72.23,30.42,Medium,79.97
BATCH_03747,2024-07-30,SupplierC,type_c,60.59,39.66,Medium,77.16
BATCH_03748,2024-02-11,SupplierB,type_c,49.54,28.54,Medium,99.24
BATCH_03749,2022-07-07,SupplierB,type_b,66.19,36.15,Medium,92.2
BATCH_03750,2022-02-26,SupplierB,type_b,31.13,32.64,Low,79.56
BATCH_03751,2024-07-29,SupplierA,type_x,34.39,41.27,Medium,75.62
BATCH_03752,2022-01-20,SupplierB,type_c,-10.0,36.43,Low,50.08
BATCH_03753,2022-09-30,SupplierB,type_b,6.09,30.68,Medium,64.44
BATCH_03754,2022-04-29,SupplierB,type_a,50.29,37.09,High,80.92
BATCH_03755,2023-08-06,SupplierA,type_a,61.81,31.76,Low,80.53
BATCH_03756,2023-05-31,SupplierA,type_x,76.22,42.09,High,83.81
BATCH_03757,2022-08-09,SupplierA,type_b,80.31,28.43,Medium,80.12
BATCH_03758,2023-06-10,SupplierD,type_b,47.39,32.27,Medium,70.62
BATCH_03759,2023-05-30,SupplierA,type_a,65.41,27.0,Medium,74.37
BATCH_03760,2023-12-29,SupplierB,type_c,33.91,28.09,High,77.21
BATCH_03761,2024-01-11,SupplierA,type_a,41.13,28.29,Medium,52.18
BATCH_03762,2022-12-02,SupplierA,type_c,77.35,36.18,High,96.79
BATCH_03763,2023-11-29,SupplierB,type_a,49.2,31.04,Medium,61.64
BATCH_03764,2022-02-24,SupplierB,type_x,53.19,17.71,Low,65.29
BATCH_03765,2023-05-15,SupplierB,type_c,29.34,30.47,Low,72.89
BATCH_03766,2024-06-18,SupplierA,type_a,58.45,25.13,Low,67.6
BATCH_03767,2024-06-06,SupplierB,type_b,65.08,27.8,Low,100.31
BATCH_03768,2024-02-05,SupplierA,type_b,150.0,35.75,Low,107.96
BATCH_03769,2023-06-20,SupplierA,type_a,25.77,23.28,Medium,67.33
BATCH_03770,2022-06-11,SupplierB,type_x,70.0,23.86,Low,82.91
BATCH_03771,2023-11-01,SupplierA,type_b,30.04,21.7,High,84.92
BATCH_03772,2023-08-17,SupplierA,type_b,49.47,28.06,High,99.09
BATCH_03773,2024-07-03,SupplierB,type_a,17.64,21.55,Medium,63.44
BATCH_03774,2022-06-08,SupplierB,type_b,46.41,21.97,Medium,79.35
BATCH_03775,2022-07-07,SupplierB,type_x,29.93,28.85,Low,68.23
BATCH_03776,2022-03-01,SupplierA,type_b,41.02,31.57,Medium,71.36
BATCH_03777,2024-07-03,SupplierA,type_c,51.2,25.44,Medium,94.15
BATCH_03778,2024-03-27,SupplierA,type_x,66.54,31.81,High,70.71
BATCH_03779,2022-11-15,SupplierD,type_a,65.86,30.55,Low,56.41
BATCH_03780,2024-05-27,SupplierB,type_a,3.25,32.7,High,76.84
BATCH_03781,2022-07-30,SupplierB,type_x,63.57,24.8,High,91.08
BATCH_03782,2023-02-10,SupplierA,type_b,54.13,39.92,Medium,78.44
BATCH_03783,2023-10-26,SupplierB,type_a,150.0,24.3,Low,110.02
BATCH_03784,2022-04-19,SupplierA,type_a,32.39,26.87,Medium,77.24
BATCH_03785,2022-03-17,SupplierB,type_b,48.75,32.57,Medium,75.73
BATCH_03786,2023-06-26,SupplierC,type_c,54.61,30.59,Medium,81.95
BATCH_03787,2022-11-10,SupplierD,type_a,-10.0,34.23,Medium,62.4
BATCH_03788,2024-09-24,SupplierB,type_a,200.0,28.45,Low,100.41
BATCH_03789,2022-04-27,SupplierB,type_x,-0.48,23.87,Low,60.99
BATCH_03790,2024-07-15,SupplierC,type_c,40.09,22.37,Low,56.3
BATCH_03791,2024-05-17,SupplierB,type_b,26.33,38.9,Low,67.52
BATCH_03792,2023-12-05,SupplierA,type_c,91.1,28.49,Low,82.38
BATCH_03793,2022-01-19,SupplierB,type_b,51.19,36.06,Low,85.7
BATCH_03794,2023-03-08,SupplierA,type_c,64.82,39.01,Low,81.89
BATCH_03795,2023-11-16,SupplierB,type_b,62.7,27.54,High,83.54
BATCH_03796,2024-01-10,SupplierB,type_a,56.21,30.12,High,74.95
BATCH_03797,2022-12-16,SupplierB,type_c,41.68,11.64,Medium,83.02
BATCH_03798,2022-07-02,SupplierA,type_b,39.12,23.44,Medium,55.76
BATCH_03799,2022-04-23,SupplierA,type_c,9.59,39.45,High,53.92
BATCH_03800,2022-07-02,SupplierB,type_b,52.84,39.52,Medium,88.72
BATCH_03801,2023-04-26,SupplierB,type_x,56.01,35.11,Low,72.45
BATCH_03802,2022-05-26,SupplierB,type_x,49.04,34.94,High,53.25
BATCH_03803,2024-04-10,SupplierA,type_a,52.87,33.77,Medium,90.39
BATCH_03804,2023-09-20,SupplierC,type_c,25.87,26.3,Medium,78.53
BATCH_03805,2022-04-23,SupplierC,type_b,44.12,31.45,Medium,80.35
BATCH_03806,2024-02-02,SupplierA,type_x,37.0,27.48,Medium,72.04
BATCH_03807,2023-04-21,SupplierA,type_b,63.3,17.05,Ultra,95.6
BATCH_03808,2024-02-02,SupplierB,type_c,150.0,35.6,Medium,117.59
BATCH_03809,2022-10-30,SupplierB,type_b,37.2,32.77,Medium,86.64
BATCH_03810,2024-08-28,SupplierD,type_a,46.8,23.41,Medium,81.0
BATCH_03811,2024-04-04,SupplierB,type_a,29.21,28.2,High,69.99
BATCH_03812,2022-04-28,SupplierB,type_b,43.44,35.26,Low,69.04
BATCH_03813,2024-03-23,SupplierB,type_c,61.65,30.66,Medium,65.81
BATCH_03814,2022-06-10,SupplierA,type_c,23.35,21.51,High,72.03
BATCH_03815,2023-02-05,SupplierA,type_c,48.78,23.93,Medium,80.49
BATCH_03816,2022-07-17,SupplierB,type_a,35.0,39.29,Low,67.0
BATCH_03817,2022-09-17,SupplierB,type_b,23.37,30.33,Low,73.15
BATCH_03818,2023-10-22,SupplierB,type_a,150.0,35.29,Medium,101.68
BATCH_03819,2024-01-22,SupplierB,type_c,75.08,39.19,High,91.2
BATCH_03820,2022-02-16,SupplierA,type_c,38.04,25.73,Medium,62.59
BATCH_03821,2024-09-13,SupplierB,type_b,44.2,31.76,Medium,74.69
BATCH_03822,2023-02-03,SupplierA,type_a,9.56,20.17,Low,60.46
BATCH_03823,2023-12-11,SupplierA,type_a,18.15,26.96,Medium,73.73
BATCH_03824,2023-07-13,SupplierB,type_c,27.44,32.88,Medium,56.64
BATCH_03825,2022-03-19,SupplierB,type_c,49.33,29.04,Medium,85.3
BATCH_03826,2022-05-04,SupplierD,type_c,47.71,32.26,Medium,57.89
BATCH_03827,2022-03-16,SupplierA,type_a,56.63,34.65,High,75.03
BATCH_03828,2024-05-20,SupplierB,type_c,63.57,32.8,Low,64.94
BATCH_03829,2022-05-17,SupplierA,type_c,55.56,31.65,Medium,50.57
BATCH_03830,2023-08-25,SupplierA,type_b,28.37,30.95,Low,72.18
BATCH_03831,2023-02-04,SupplierB,type_b,200.0,27.16,Low,118.22
BATCH_03832,2024-04-16,SupplierB,type_a,62.71,25.38,Low,64.84
BATCH_03833,2023-05-20,SupplierB,type_b,41.45,36.78,Medium,67.27
BATCH_03834,2023-05-15,SupplierA,type_x,-10.0,28.65,Medium,61.42
BATCH_03835,2023-07-27,SupplierB,type_b,73.68,26.05,Medium,78.42
BATCH_03836,2022-05-18,SupplierA,type_c,51.77,30.32,Ultra,73.54
BATCH_03837,2022-02-19,SupplierB,type_b,-5.46,23.04,Low,54.38
BATCH_03838,2024-02-10,SupplierA,type_a,91.41,27.61,Medium,79.44
BATCH_03839,2024-08-30,SupplierA,type_b,40.42,32.68,Medium,66.17
BATCH_03840,2023-09-11,SupplierB,type_b,98.78,31.3,Low,83.39
BATCH_03841,2023-09-17,SupplierC,type_b,57.55,30.58,Medium,69.73
BATCH_03842,2024-05-11,SupplierA,type_a,45.95,25.58,Medium,63.61
BATCH_03843,2022-09-11,SupplierA,type_b,53.67,24.57,Ultra,72.3
BATCH_03844,2023-09-22,SupplierB,type_a,35.81,34.75,Medium,64.35
BATCH_03845,2023-12-11,SupplierA,type_a,51.23,38.47,Low,64.65
BATCH_03846,2024-04-28,SupplierA,type_b,90.21,32.75,Low,94.72
BATCH_03847,2024-05-26,SupplierA,type_b,32.03,29.14,High,81.93
BATCH_03848,2023-07-17,SupplierA,type_x,60.67,36.13,Low,78.2
BATCH_03849,2024-01-27,SupplierC,type_b,35.6,25.79,Medium,71.35
BATCH_03850,2024-07-03,SupplierB,type_c,46.64,35.27,Medium,67.07
BATCH_03851,2023-03-02,SupplierB,type_b,89.53,39.97,Low,97.53
BATCH_03852,2023-07-01,SupplierD,type_c,60.53,27.26,Medium,95.54
BATCH_03853,2022-10-29,SupplierB,type_a,64.91,28.34,Low,77.84
BATCH_03854,2024-07-10,SupplierA,type_x,51.42,29.49,Low,70.21
BATCH_03855,2023-08-04,SupplierA,type_b,150.0,13.55,High,108.41
BATCH_03856,2022-12-15,SupplierA,type_c,31.01,23.48,Medium,70.59
BATCH_03857,2024-04-11,SupplierA,type_b,18.41,26.98,Medium,60.52
BATCH_03858,2024-07-21,SupplierC,type_a,83.72,31.05,Low,89.83
BATCH_03859,2024-09-06,SupplierB,type_c,42.37,32.79,Low,82.09
BATCH_03860,2022-02-18,SupplierA,type_a,58.21,21.48,Medium,69.6
BATCH_03861,2024-07-05,SupplierB,type_b,84.33,26.05,Medium,110.72
BATCH_03862,2022-03-15,SupplierB,type_a,58.47,21.26,High,62.21
BATCH_03863,2023-12-05,SupplierC,type_c,94.62,26.5,Medium,79.87
BATCH_03864,2022-09-18,SupplierB,type_c,52.72,27.81,High,78.16
BATCH_03865,2022-12-22,SupplierB,type_b,35.84,32.51,Low,93.22
BATCH_03866,2023-08-05,SupplierB,type_c,2.93,18.55,Low,55.25
BATCH_03867,2023-08-25,SupplierB,type_b,56.01,33.27,Low,68.6
BATCH_03868,2022-09-17,SupplierB,type_b,5.27,27.45,High,67.07
BATCH_03869,2023-09-30,SupplierA,type_x,56.49,28.3,High,74.46
BATCH_03870,2024-01-13,SupplierA,type_x,-10.0,17.4,Low,63.65
BATCH_03871,2022-10-22,SupplierB,type_c,49.66,36.72,Low,74.19
BATCH_03872,2024-07-19,SupplierA,type_a,53.8,23.47,Medium,67.57
BATCH_03873,2023-10-03,SupplierA,type_b,68.31,26.69,High,103.98
BATCH_03874,2024-03-02,SupplierB,type_a,-10.0,28.23,High,27.46
BATCH_03875,2022-11-09,SupplierA,type_b,73.21,26.67,Low,100.17
BATCH_03876,2023-09-04,SupplierB,type_b,49.62,22.82,Medium,84.22
BATCH_03877,2024-04-17,SupplierB,type_c,4.98,29.84,High,54.04
BATCH_03878,2024-03-19,SupplierD,type_x,-10.0,26.7,Low,82.32
BATCH_03879,2022-07-01,SupplierB,type_b,45.22,30.49,Medium,59.85
BATCH_03880,2023-11-17,SupplierA,type_a,32.43,38.54,Medium,69.77
BATCH_03881,2024-04-07,SupplierB,type_x,56.72,29.47,Low,76.59
BATCH_03882,2022-12-30,SupplierB,type_a,53.73,26.22,Medium,64.66
BATCH_03883,2022-07-07,SupplierD,type_c,-10.0,28.64,Ultra,45.52
BATCH_03884,2023-07-23,SupplierA,type_a,24.29,30.64,Medium,59.78
BATCH_03885,2023-06-27,SupplierA,type_b,59.37,29.17,Low,77.93
BATCH_03886,2023-08-19,SupplierC,type_c,33.0,27.19,High,61.64
BATCH_03887,2023-10-26,SupplierA,type_a,52.29,22.27,Low,55.32
BATCH_03888,2024-09-11,SupplierB,type_b,57.47,33.17,Low,81.88
BATCH_03889,2023-07-02,SupplierA,type_b,69.36,25.53,Medium,81.3
BATCH_03890,2023-12-26,SupplierA,type_x,92.38,37.31,Medium,91.8
BATCH_03891,2024-07-14,SupplierA,type_x,54.74,28.16,Low,78.14
BATCH_03892,2023-02-12,SupplierA,type_a,150.0,27.42,Medium,114.54
BATCH_03893,2024-05-25,SupplierB,type_a,83.17,27.64,Low,84.2
BATCH_03894,2023-09-10,SupplierC,type_c,70.96,30.75,High,91.41
BATCH_03895,2023-02-18,SupplierA,type_b,53.37,25.67,Ultra,68.25
BATCH_03896,2022-12-08,SupplierB,type_c,54.73,26.62,High,69.23
BATCH_03897,2022-08-08,SupplierA,type_a,50.54,33.11,Medium,88.92
BATCH_03898,2024-06-21,SupplierB,type_a,53.24,24.91,Low,89.53
BATCH_03899,2022-06-12,SupplierA,type_c,47.96,32.74,High,80.13
BATCH_03900,2024-08-08,SupplierC,type_a,30.5,34.14,Ultra,60.26
BATCH_03901,2022-08-08,SupplierB,type_x,50.18,33.34,Low,65.36
BATCH_03902,2022-09-27,SupplierB,type_a,85.15,31.17,Medium,98.82
BATCH_03903,2023-09-24,SupplierB,type_a,33.68,20.98,Medium,82.83
BATCH_03904,2024-06-24,SupplierB,type_c,44.57,23.95,Medium,72.74
BATCH_03905,2024-04-27,SupplierD,type_b,32.16,23.22,Medium,93.07
BATCH_03906,2023-02-04,SupplierB,type_c,73.15,28.11,Medium,86.53
BATCH_03907,2022-07-01,SupplierC,type_a,66.59,30.16,Low,68.91
BATCH_03908,2024-09-17,SupplierB,type_c,24.43,24.04,Medium,64.57
BATCH_03909,2023-09-10,SupplierA,type_c,9.63,29.14,Medium,62.94
BATCH_03910,2023-12-30,SupplierB,type_b,67.31,33.42,Medium,81.06
BATCH_03911,2022-07-24,SupplierA,type_c,23.21,25.01,High,79.46
BATCH_03912,2023-08-05,SupplierB,type_c,66.57,25.91,Low,70.41
BATCH_03913,2023-07-10,SupplierB,type_b,37.24,35.9,Medium,57.86
BATCH_03914,2024-04-20,SupplierB,type_b,63.9,28.44,Low,85.19
BATCH_03915,2024-03-23,SupplierA,type_b,58.88,31.71,Medium,72.59
BATCH_03916,2022-08-16,SupplierA,type_a,39.27,36.2,Low,96.02
BATCH_03917,2023-11-27,SupplierB,type_b,32.42,24.09,Medium,79.16
BATCH_03918,2023-09-11,SupplierD,type_b,61.52,24.47,Medium,73.2
BATCH_03919,2023-08-19,SupplierA,type_b,36.15,28.84,Medium,66.01
BATCH_03920,2024-04-29,SupplierA,type_c,72.18,30.34,Low,88.96
BATCH_03921,2022-09-07,SupplierB,type_b,33.35,26.79,Medium,76.34
BATCH_03922,2024-05-24,SupplierB,type_x,57.01,29.7,Medium,75.88
BATCH_03923,2023-03-17,SupplierA,type_a,42.2,32.69,Medium,76.86
BATCH_03924,2023-06-17,SupplierA,type_b,50.11,25.98,Low,73.28
BATCH_03925,2022-07-15,SupplierA,type_c,35.99,23.17,High,83.97
BATCH_03926,2023-11-21,SupplierD,type_b,46.43,29.68,Medium,39.57
BATCH_03927,2024-07-17,SupplierA,type_b,-1.24,32.19,Medium,55.21
BATCH_03928,2024-09-13,SupplierA,type_a,33.74,39.2,Medium,54.17
BATCH_03929,2023-06-03,SupplierA,type_b,38.25,30.38,Low,66.47
BATCH_03930,2022-03-11,SupplierA,type_a,48.56,28.79,Medium,73.83
BATCH_03931,2023-10-01,SupplierB,type_c,-10.0,25.12,High,45.03
BATCH_03932,2023-02-03,SupplierA,type_b,36.05,31.85,Medium,43.07
BATCH_03933,2024-09-04,SupplierA,type_x,78.28,26.42,High,85.55
BATCH_03934,2023-11-03,SupplierB,type_c,32.77,21.06,Low,90.7
BATCH_03935,2024-01-30,SupplierA,type_b,150.0,30.37,Medium,101.49
BATCH_03936,2022-07-22,SupplierA,type_b,12.32,24.9,Ultra,73.29
BATCH_03937,2022-05-28,SupplierB,type_c,62.14,23.21,Low,93.68
BATCH_03938,2023-04-17,SupplierB,type_x,51.72,38.47,Low,81.06
BATCH_03939,2023-10-17,SupplierC,type_a,60.95,34.44,High,73.71
BATCH_03940,2024-08-01,SupplierB,type_b,52.63,26.97,Medium,63.03
BATCH_03941,2022-07-18,SupplierB,type_b,49.82,29.19,Medium,66.88
BATCH_03942,2024-07-05,SupplierA,type_a,55.69,28.41,Medium,93.73
BATCH_03943,2023-03-02,SupplierB,type_b,93.05,24.37,Medium,90.15
BATCH_03944,2023-10-28,SupplierB,type_x,40.52,27.3,High,80.04
BATCH_03945,2023-05-07,SupplierB,type_b,91.09,33.92,Medium,86.89
BATCH_03946,2024-06-06,SupplierB,type_c,67.05,27.17,Low,68.01
BATCH_03947,2024-06-14,SupplierA,type_c,57.3,32.32,Low,83.97
BATCH_03948,2022-05-22,SupplierB,type_b,61.09,27.21,High,90.85
BATCH_03949,2022-11-09,SupplierB,type_a,-13.91,24.08,Medium,59.0
BATCH_03950,2022-06-14,SupplierD,type_c,44.77,35.97,High,78.32
BATCH_03951,2022-11-10,SupplierA,type_x,36.6,19.35,Medium,58.63
BATCH_03952,2022-01-21,SupplierA,type_c,92.25,38.92,Low,94.74
BATCH_03953,2022-03-23,SupplierA,type_a,200.0,34.99,Medium,133.46
BATCH_03954,2023-08-04,SupplierB,type_a,49.4,31.05,Low,78.87
BATCH_03955,2022-05-11,SupplierA,type_a,49.08,27.77,High,56.76
BATCH_03956,2023-08-22,SupplierA,type_b,23.87,28.16,High,83.52
BATCH_03957,2023-12-31,SupplierD,type_c,38.8,31.01,Low,62.19
BATCH_03958,2024-07-21,SupplierA,type_a,66.34,30.92,Medium,83.78
BATCH_03959,2024-09-10,SupplierB,type_c,7.36,25.2,High,71.74
BATCH_03960,2022-11-01,SupplierA,type_b,56.23,30.34,Medium,87.66
BATCH_03961,2024-07-03,SupplierB,type_c,31.97,22.58,Medium,51.59
BATCH_03962,2023-01-06,SupplierB,type_c,76.0,28.5,Medium,83.97
BATCH_03963,2024-05-06,SupplierC,type_a,57.9,41.2,High,77.88
BATCH_03964,2024-05-02,SupplierC,type_x,19.6,29.33,Medium,80.27
BATCH_03965,2023-01-19,SupplierA,type_a,41.68,21.18,High,77.09
BATCH_03966,2024-06-26,SupplierA,type_b,59.07,24.95,High,92.2
BATCH_03967,2023-03-21,SupplierA,type_x,43.92,33.52,High,78.58
BATCH_03968,2023-03-01,SupplierB,type_x,52.9,26.39,Medium,75.13
BATCH_03969,2022-06-10,SupplierB,type_b,49.62,25.03,High,76.82
